Date,Filename,Original Size (B),Optimized To (B),Savings (%)
1/20/2015 4:25:13 PM, images/RemoteServer.png, 179, 134, 25.1
1/20/2015 4:25:14 PM, images/RemoteDesktop.png, 471, 257, 45.4
1/20/2015 4:25:14 PM, images/RemoteDebugger.png, 365, 237, 35.1
1/20/2015 4:25:14 PM, images/ReloadXML.png, 506, 279, 44.9
1/20/2015 4:25:15 PM, images/Relationship.png, 259, 158, 39
1/20/2015 4:25:15 PM, images/RegularExpressionValidator.png, 386, 227, 41.2
1/20/2015 4:25:15 PM, images/RegularExpressionBuilder.png, 370, 244, 34.1
1/20/2015 4:25:15 PM, images/RegularExpression.png, 513, 460, 10.3
1/20/2015 4:25:16 PM, images/Registry.png, 309, 188, 39.2
1/20/2015 4:25:16 PM, images/RegistrationScript.png, 408, 248, 39.2
1/20/2015 4:25:16 PM, images/RegistersWindow.png, 216, 149, 31
1/20/2015 4:25:17 PM, images/RefreshScript.png, 450, 294, 34.7
1/20/2015 4:25:17 PM, images/Refresh.png, 602, 359, 40.4
1/20/2015 4:25:17 PM, images/ReformatSelection.png, 341, 215, 37
1/20/2015 4:25:17 PM, images/Refetch.png, 164, 133, 18.9
1/20/2015 4:25:18 PM, images/ReferenceWarning.png, 355, 221, 37.7
1/20/2015 4:25:18 PM, images/ReferencedElement.png, 220, 148, 32.7
1/20/2015 4:25:18 PM, images/ReferencedDimension.png, 442, 265, 40
1/20/2015 4:25:19 PM, images/Reference.png, 201, 137, 31.8
1/20/2015 4:25:19 PM, images/Refactoring.png, 385, 233, 39.5
1/20/2015 4:25:19 PM, images/ReduceContrast.png, 497, 248, 50.1
1/20/2015 4:25:19 PM, images/ReduceBrightness.png, 502, 251, 50
1/20/2015 4:25:20 PM, images/RedoMerge.png, 480, 287, 40.2
1/20/2015 4:25:20 PM, images/Redo.png, 659, 565, 14.3
1/20/2015 4:25:20 PM, images/RedirectedRequest.png, 273, 165, 39.6
1/20/2015 4:25:21 PM, images/RedChannel.png, 456, 268, 41.2
1/20/2015 4:25:21 PM, images/RecursivelyUncheckAll.png, 508, 311, 38.8
1/20/2015 4:25:21 PM, images/RecursivelyCheckAll.png, 455, 250, 45.1
1/20/2015 4:25:22 PM, images/Recursion.png, 406, 231, 43.1
1/20/2015 4:25:22 PM, images/RectangularSelection.png, 321, 220, 31.5
1/20/2015 4:25:22 PM, images/RectangularScreenshot.png, 383, 212, 44.6
1/20/2015 4:25:22 PM, images/RectangleSelection.png, 215, 151, 29.8
1/20/2015 4:25:23 PM, images/Rectangle.png, 175, 137, 21.7
1/20/2015 4:25:23 PM, images/RecordStep.png, 371, 202, 45.6
1/20/2015 4:25:23 PM, images/RecordScreenAndVoice.png, 531, 370, 30.3
1/20/2015 4:25:24 PM, images/RecordScreen.png, 417, 231, 44.6
1/20/2015 4:25:24 PM, images/RecordKeyframe.png, 357, 213, 40.3
1/20/2015 4:25:24 PM, images/RecordingNotStarted.png, 567, 294, 48.1
1/20/2015 4:25:24 PM, images/RecordDot.png, 229, 154, 32.8
1/20/2015 4:25:25 PM, images/RecordAlert.png, 467, 252, 46
1/20/2015 4:25:25 PM, images/Record.png, 327, 205, 37.3
1/20/2015 4:25:25 PM, images/RecommendedTest.png, 603, 518, 14.1
1/20/2015 4:25:26 PM, images/ReceiveReply.png, 375, 228, 39.2
1/20/2015 4:25:26 PM, images/ReceiveAndSendReply.png, 439, 250, 43.1
1/20/2015 4:25:26 PM, images/Receive.png, 384, 217, 43.5
1/20/2015 4:25:27 PM, images/RecalculatePageBreaks.png, 487, 298, 38.8
1/20/2015 4:25:27 PM, images/Reason.png, 404, 243, 39.9
1/20/2015 4:25:27 PM, images/ReadOnlyDatabase.png, 439, 254, 42.1
1/20/2015 4:25:27 PM, images/RBProjectNode.png, 336, 212, 36.9
1/20/2015 4:25:28 PM, images/RBNotSupported.png, 416, 263, 36.8
1/20/2015 4:25:28 PM, images/RBFileNode.png, 377, 239, 36.6
1/20/2015 4:25:28 PM, images/RawCodeCoverageDataFile.png, 308, 195, 36.7
1/20/2015 4:25:29 PM, images/Rating.png, 441, 296, 32.9
1/20/2015 4:25:29 PM, images/RangeValidator.png, 400, 224, 44
1/20/2015 4:25:29 PM, images/RangeColumnChart.png, 207, 150, 27.5
1/20/2015 4:25:29 PM, images/RangeChart.png, 322, 212, 34.2
1/20/2015 4:25:30 PM, images/RadioButtonList.png, 241, 177, 26.6
1/20/2015 4:25:30 PM, images/RadioButton.png, 428, 236, 44.9
1/20/2015 4:25:30 PM, images/RadarChart.png, 241, 155, 35.7
1/20/2015 4:25:31 PM, images/Quote.png, 224, 148, 33.9
1/20/2015 4:25:31 PM, images/QuickReplace.png, 352, 228, 35.2
1/20/2015 4:25:31 PM, images/QuickRefresh.png, 764, 724, 5.2
1/20/2015 4:25:31 PM, images/QuickFind.png, 378, 238, 37
1/20/2015 4:25:32 PM, images/QuestionMark.png, 315, 209, 33.7
1/20/2015 4:25:32 PM, images/QueryViewWarning.png, 364, 237, 34.9
1/20/2015 4:25:32 PM, images/QueryViewMissing.png, 441, 279, 36.7
1/20/2015 4:25:33 PM, images/QueryViewError.png, 357, 234, 34.5
1/20/2015 4:25:33 PM, images/QueryView.png, 243, 162, 33.3
1/20/2015 4:25:33 PM, images/QueryStringParameter.png, 314, 176, 43.9
1/20/2015 4:25:33 PM, images/QueryExtender.png, 331, 199, 39.9
1/20/2015 4:25:34 PM, images/PYWPFApplication.png, 275, 192, 30.2
1/20/2015 4:25:34 PM, images/PYWorker.png, 515, 275, 46.6
1/20/2015 4:25:34 PM, images/PYWebSite.png, 638, 328, 48.6
1/20/2015 4:25:35 PM, images/PYWebService.png, 418, 247, 40.9
1/20/2015 4:25:35 PM, images/PYWebApplication.png, 514, 318, 38.1
1/20/2015 4:25:35 PM, images/PythonPackage.png, 341, 235, 31.1
1/20/2015 4:25:36 PM, images/PYSourceFile.png, 308, 216, 29.9
1/20/2015 4:25:36 PM, images/PYSilverlight.png, 704, 440, 37.5
1/20/2015 4:25:36 PM, images/PyramidChart.png, 277, 180, 35
1/20/2015 4:25:36 PM, images/PYProjectNode.png, 354, 232, 34.5
1/20/2015 4:25:37 PM, images/PYMPI.png, 186, 145, 22
1/20/2015 4:25:37 PM, images/PYInteractiveWindow.png, 232, 156, 32.8
1/20/2015 4:25:37 PM, images/PYFileNode.png, 393, 265, 32.6
1/20/2015 4:25:38 PM, images/PYFile.png, 289, 204, 29.4
1/20/2015 4:25:38 PM, images/PYDebugInteractiveWindow.png, 372, 240, 35.5
1/20/2015 4:25:38 PM, images/PYConsoleApplication.png, 251, 186, 25.9
1/20/2015 4:25:39 PM, images/PYClassLibrary.png, 552, 363, 34.2
1/20/2015 4:25:39 PM, images/PYClassFile.png, 507, 304, 40
1/20/2015 4:25:39 PM, images/PYBlankWebSite.png, 737, 606, 17.8
1/20/2015 4:25:40 PM, images/PYBlankApplication.png, 280, 203, 27.5
1/20/2015 4:25:40 PM, images/PYApplication.png, 183, 139, 24
1/20/2015 4:25:40 PM, images/PushPin.png, 305, 228, 25.2
1/20/2015 4:25:41 PM, images/PushNotificationGroup.png, 469, 270, 42.4
1/20/2015 4:25:41 PM, images/PushNotificationError.png, 504, 299, 40.7
1/20/2015 4:25:41 PM, images/PushNotification.png, 501, 289, 42.3
1/20/2015 4:25:42 PM, images/PublishCurrentWebSite.png, 541, 357, 34
1/20/2015 4:25:42 PM, images/PublishAllWebSites.png, 666, 556, 16.5
1/20/2015 4:25:42 PM, images/PublicMessageQueue.png, 354, 228, 35.6
1/20/2015 4:25:43 PM, images/ProxyWebPartManager.png, 472, 261, 44.7
1/20/2015 4:25:43 PM, images/ProvidedInterface.png, 501, 263, 47.5
1/20/2015 4:25:43 PM, images/PropertySnippet.png, 469, 260, 44.6
1/20/2015 4:25:43 PM, images/PropertyShortcut.png, 426, 253, 40.6
1/20/2015 4:25:44 PM, images/PropertySealed.png, 566, 369, 34.8
1/20/2015 4:25:44 PM, images/PropertyPublic.png, 402, 225, 44
1/20/2015 4:25:44 PM, images/PropertyProtected.png, 469, 272, 42
1/20/2015 4:25:45 PM, images/PropertyPrivate.png, 421, 253, 39.9
1/20/2015 4:25:45 PM, images/PropertyMissing.png, 506, 338, 33.2
1/20/2015 4:25:45 PM, images/PropertyKey.png, 432, 269, 37.7
1/20/2015 4:25:46 PM, images/PropertyInternal.png, 472, 258, 45.3
1/20/2015 4:25:46 PM, images/PropertyGridEditorPart.png, 286, 170, 40.6
1/20/2015 4:25:46 PM, images/Property.png, 402, 225, 44
1/20/2015 4:25:47 PM, images/PropertBrushGroup.png, 201, 150, 25.4
1/20/2015 4:25:47 PM, images/PromoteVariable.png, 539, 304, 43.6
1/20/2015 4:25:47 PM, images/ProjectFilterFile.png, 283, 175, 38.2
1/20/2015 4:25:47 PM, images/ProjectAlerts.png, 483, 270, 44.1
1/20/2015 4:25:48 PM, images/ProgressiveSort.png, 438, 263, 40
1/20/2015 4:25:48 PM, images/ProgressivePopUp.png, 471, 258, 45.2
1/20/2015 4:25:48 PM, images/ProgressBar.png, 231, 161, 30.3
1/20/2015 4:25:49 PM, images/Processor.png, 292, 174, 40.4
1/20/2015 4:25:49 PM, images/ProcessOk.png, 531, 301, 43.3
1/20/2015 4:25:49 PM, images/ProcessModel.png, 530, 287, 45.8
1/20/2015 4:25:50 PM, images/ProcessError.png, 455, 275, 39.6
1/20/2015 4:25:50 PM, images/Process.png, 634, 554, 12.6
1/20/2015 4:25:50 PM, images/ProcedureWarning.png, 363, 222, 38.8
1/20/2015 4:25:50 PM, images/ProcedureSettings.png, 385, 229, 40.5
1/20/2015 4:25:51 PM, images/ProcedureMissing.png, 431, 288, 33.2
1/20/2015 4:25:51 PM, images/Procedure.png, 216, 150, 30.6
1/20/2015 4:25:51 PM, images/PrivateMessageQueue.png, 437, 272, 37.8
1/20/2015 4:25:52 PM, images/PrivateBuildInstance.png, 384, 220, 42.7
1/20/2015 4:25:52 PM, images/PrintSetup.png, 280, 189, 32.5
1/20/2015 4:25:52 PM, images/PrintPreviewTwoPages.png, 184, 136, 26.1
1/20/2015 4:25:53 PM, images/PrintPreviewThreePages.png, 205, 142, 30.7
1/20/2015 4:25:53 PM, images/PrintPreviewSixPages.png, 181, 140, 22.7
1/20/2015 4:25:53 PM, images/PrintPreviewOnePage.png, 188, 139, 26.1
1/20/2015 4:25:53 PM, images/PrintPreviewMaxPages.png, 189, 140, 25.9
1/20/2015 4:25:54 PM, images/PrintPreviewFourPages.png, 190, 140, 26.3
1/20/2015 4:25:54 PM, images/PrintPreviewDialog.png, 446, 257, 42.4
1/20/2015 4:25:54 PM, images/PrintPreview.png, 438, 262, 40.2
1/20/2015 4:25:55 PM, images/PrintDocument.png, 329, 183, 44.4
1/20/2015 4:25:55 PM, images/PrintDirect.png, 442, 244, 44.8
1/20/2015 4:25:55 PM, images/PrintDialog.png, 271, 164, 39.5
1/20/2015 4:25:56 PM, images/Print.png, 242, 154, 36.4
1/20/2015 4:25:56 PM, images/PrimaryKeyWarning.png, 409, 256, 37.4
1/20/2015 4:25:57 PM, images/PrimaryKeyError.png, 380, 265, 30.3
1/20/2015 4:25:57 PM, images/PreviousFrame.png, 341, 234, 31.4
1/20/2015 4:25:57 PM, images/PreviousError.png, 490, 248, 49.4
1/20/2015 4:25:58 PM, images/PreviousBookmarkInFolder.png, 343, 219, 36.2
1/20/2015 4:25:58 PM, images/PreviousBookmarkInFile.png, 432, 237, 45.1
1/20/2015 4:25:58 PM, images/PreviousBookmark.png, 373, 219, 41.3
1/20/2015 4:25:59 PM, images/Previous.png, 264, 172, 34.8
1/20/2015 4:25:59 PM, images/PreviewTab.png, 185, 139, 24.9
1/20/2015 4:25:59 PM, images/PreviewAnimatedTransition.png, 421, 257, 39
1/20/2015 4:26:00 PM, images/PredictQueryBuilder.png, 471, 290, 38.4
1/20/2015 4:26:00 PM, images/PredictFunction.png, 585, 376, 35.7
1/20/2015 4:26:00 PM, images/PrecedenceConstraint.png, 286, 199, 30.4
1/20/2015 4:26:01 PM, images/PowerSupply.png, 327, 194, 40.7
1/20/2015 4:26:01 PM, images/PowershellFile.png, 490, 280, 42.9
1/20/2015 4:26:01 PM, images/Power.png, 282, 176, 37.6
1/20/2015 4:26:01 PM, images/PotsModem.png, 271, 172, 36.5
1/20/2015 4:26:02 PM, images/PotentialAttribute.png, 436, 248, 43.1
1/20/2015 4:26:02 PM, images/PostDeploymentScriptWarning.png, 387, 238, 38.5
1/20/2015 4:26:02 PM, images/PostDeploymentScriptError.png, 434, 243, 44
1/20/2015 4:26:03 PM, images/PostDeploymentScript.png, 303, 194, 36
1/20/2015 4:26:03 PM, images/PositionPage.png, 301, 178, 40.9
1/20/2015 4:26:04 PM, images/Port.png, 290, 172, 40.7
1/20/2015 4:26:04 PM, images/PopupControl.png, 249, 149, 40.2
1/20/2015 4:26:04 PM, images/PopOut.png, 409, 264, 35.5
1/20/2015 4:26:05 PM, images/PopIn.png, 410, 246, 40
1/20/2015 4:26:05 PM, images/PopBrowseContext.png, 392, 235, 40.1
1/20/2015 4:26:06 PM, images/Polygon.png, 463, 269, 41.9
1/20/2015 4:26:06 PM, images/PolicyFileWarning.png, 606, 355, 41.4
1/20/2015 4:26:06 PM, images/PolicyFile.png, 492, 292, 40.7
1/20/2015 4:26:07 PM, images/PolicyApplication.png, 409, 261, 36.2
1/20/2015 4:26:07 PM, images/Policy.png, 469, 277, 40.9
1/20/2015 4:26:07 PM, images/PolarChart.png, 228, 154, 32.5
1/20/2015 4:26:07 PM, images/PointChart.png, 225, 154, 31.6
1/20/2015 4:26:08 PM, images/PointAndFigureChart.png, 232, 154, 33.6
1/20/2015 4:26:08 PM, images/PNPEntity.png, 342, 201, 41.2
1/20/2015 4:26:08 PM, images/PlayVideo.png, 286, 182, 36.4
1/20/2015 4:26:09 PM, images/PlayStepGroup.png, 377, 227, 39.8
1/20/2015 4:26:09 PM, images/PlayStep.png, 359, 219, 39
1/20/2015 4:26:10 PM, images/PlayDataGenerator.png, 481, 303, 37
1/20/2015 4:26:10 PM, images/PlaybackPreview.png, 489, 316, 35.4
1/20/2015 4:26:10 PM, images/Play.png, 314, 201, 36
1/20/2015 4:26:11 PM, images/PlanePreview.png, 214, 156, 27.1
1/20/2015 4:26:11 PM, images/Plan.png, 235, 164, 30.2
1/20/2015 4:26:11 PM, images/Placeholder.png, 386, 206, 46.6
1/20/2015 4:26:12 PM, images/PixelRunFile.png, 297, 195, 34.3
1/20/2015 4:26:12 PM, images/PivotTable.png, 284, 167, 41.2
1/20/2015 4:26:12 PM, images/PivotProject.png, 228, 150, 34.2
1/20/2015 4:26:13 PM, images/PivotControl.png, 361, 222, 38.5
1/20/2015 4:26:13 PM, images/PivotChart.png, 259, 169, 34.7
1/20/2015 4:26:13 PM, images/PipelineView.png, 189, 136, 28
1/20/2015 4:26:13 PM, images/Pipeline.png, 415, 260, 37.3
1/20/2015 4:26:14 PM, images/Pin.png, 246, 155, 37
1/20/2015 4:26:14 PM, images/PieChart.png, 375, 219, 41.6
1/20/2015 4:26:14 PM, images/PictureAndText.png, 288, 190, 34
1/20/2015 4:26:15 PM, images/PickNode.png, 457, 267, 41.6
1/20/2015 4:26:15 PM, images/PickerContract.png, 324, 194, 40.1
1/20/2015 4:26:15 PM, images/Picker.png, 183, 144, 21.3
1/20/2015 4:26:16 PM, images/PickCursor.png, 458, 238, 48
1/20/2015 4:26:16 PM, images/PickBranch.png, 426, 242, 43.2
1/20/2015 4:26:16 PM, images/PHPFile.png, 262, 152, 42
1/20/2015 4:26:17 PM, images/PhoneXAML.png, 265, 164, 38.1
1/20/2015 4:26:17 PM, images/PhoneWebSite.png, 675, 511, 24.3
1/20/2015 4:26:17 PM, images/PhoneWebConfig.png, 383, 245, 36
1/20/2015 4:26:17 PM, images/PhoneWarning.png, 329, 217, 34
1/20/2015 4:26:18 PM, images/PhoneVerticalPage.png, 220, 147, 33.2
1/20/2015 4:26:18 PM, images/PhoneUserControl.png, 341, 202, 40.8
1/20/2015 4:26:18 PM, images/PhoneTool.png, 294, 181, 38.4
1/20/2015 4:26:19 PM, images/PhoneSimulation.png, 325, 199, 38.8
1/20/2015 4:26:19 PM, images/PhoneService.png, 249, 159, 36.1
1/20/2015 4:26:19 PM, images/PhoneRotateToPortaitLeft.png, 359, 227, 36.8
1/20/2015 4:26:20 PM, images/PhoneRotateToLandscapeRight.png, 383, 239, 37.6
1/20/2015 4:26:20 PM, images/PhoneRotateToLandscapeLeft.png, 372, 235, 36.8
1/20/2015 4:26:20 PM, images/PhonePreviewThumbnail.png, 334, 206, 38.3
1/20/2015 4:26:21 PM, images/PhonePortraitFlipped.png, 242, 142, 41.3
1/20/2015 4:26:21 PM, images/PhonePanorama.png, 225, 144, 36
1/20/2015 4:26:21 PM, images/PhoneNumberViewer.png, 271, 172, 36.5
1/20/2015 4:26:21 PM, images/PhoneNumberEditor.png, 451, 260, 42.4
1/20/2015 4:26:22 PM, images/PhoneMediumResolution.png, 251, 163, 35.1
1/20/2015 4:26:22 PM, images/PhoneLowResolution.png, 254, 163, 35.8
1/20/2015 4:26:22 PM, images/PhoneLightTheme.png, 449, 253, 43.7
1/20/2015 4:26:23 PM, images/PhoneLibrary.png, 255, 157, 38.4
1/20/2015 4:26:23 PM, images/PhoneLandscapeFlipped.png, 244, 149, 38.9
1/20/2015 4:26:23 PM, images/PhoneLandscape.png, 238, 141, 40.8
1/20/2015 4:26:24 PM, images/PhoneHorizontalPage.png, 225, 145, 35.6
1/20/2015 4:26:24 PM, images/PhoneHighResolution.png, 264, 167, 36.7
1/20/2015 4:26:25 PM, images/PhoneGroup.png, 230, 157, 31.7
1/20/2015 4:26:25 PM, images/PhoneDirectThreeD.png, 414, 248, 40.1
1/20/2015 4:26:25 PM, images/PhoneDarkTheme.png, 427, 241, 43.6
1/20/2015 4:26:26 PM, images/PhoneComponent.png, 239, 152, 36.4
1/20/2015 4:26:26 PM, images/PhoneClass.png, 490, 300, 38.8
1/20/2015 4:26:26 PM, images/Phone.png, 205, 140, 31.7
1/20/2015 4:26:27 PM, images/PerspectiveTableGroup.png, 370, 208, 43.8
1/20/2015 4:26:27 PM, images/PerspectivesView.png, 469, 250, 46.7
1/20/2015 4:26:27 PM, images/PerspectiveCamera.png, 503, 341, 32.2
1/20/2015 4:26:28 PM, images/Persist.png, 339, 199, 41.3
1/20/2015 4:26:28 PM, images/Permission.png, 448, 264, 41.1
1/20/2015 4:26:28 PM, images/PerformanceWizard.png, 408, 241, 40.9
1/20/2015 4:26:29 PM, images/PerformanceWaring.png, 467, 269, 42.4
1/20/2015 4:26:29 PM, images/PerformanceReport.png, 360, 229, 36.4
1/20/2015 4:26:29 PM, images/PerformanceMethod.png, 494, 312, 36.8
1/20/2015 4:26:30 PM, images/PerformanceLog.png, 342, 225, 34.2
1/20/2015 4:26:30 PM, images/PerformanceGroup.png, 361, 223, 38.2
1/20/2015 4:26:30 PM, images/PerformanceError.png, 481, 291, 39.5
1/20/2015 4:26:31 PM, images/Performance.png, 347, 229, 34
1/20/2015 4:26:31 PM, images/Percentage.png, 622, 372, 40.2
1/20/2015 4:26:31 PM, images/PenTwo.png, 543, 284, 47.7
1/20/2015 4:26:32 PM, images/PenTool.png, 423, 262, 38.1
1/20/2015 4:26:32 PM, images/PenThree.png, 389, 234, 39.8
1/20/2015 4:26:32 PM, images/Pentagon.png, 409, 286, 30.1
1/20/2015 4:26:33 PM, images/PenOne.png, 459, 256, 44.2
1/20/2015 4:26:33 PM, images/PenFour.png, 287, 173, 39.7
1/20/2015 4:26:33 PM, images/PendingUndeleteNode.png, 368, 323, 12.2
1/20/2015 4:26:34 PM, images/PendingUndelete.png, 331, 245, 26
1/20/2015 4:26:34 PM, images/PendingRenameNode.png, 249, 158, 36.5
1/20/2015 4:26:34 PM, images/PendingRename.png, 218, 143, 34.4
1/20/2015 4:26:35 PM, images/PendingMergeNode.png, 293, 209, 28.7
1/20/2015 4:26:35 PM, images/PendingMerge.png, 301, 215, 28.6
1/20/2015 4:26:35 PM, images/PendingDeleteNode.png, 339, 319, 5.9
1/20/2015 4:26:36 PM, images/PendingDelete.png, 260, 211, 18.8
1/20/2015 4:26:36 PM, images/PendingCodeMap.png, 452, 270, 40.3
1/20/2015 4:26:37 PM, images/PendingChangeNode.png, 346, 316, 8.7
1/20/2015 4:26:37 PM, images/PendingChange.png, 289, 183, 36.7
1/20/2015 4:26:38 PM, images/PendingBranchNode.png, 301, 211, 29.9
1/20/2015 4:26:38 PM, images/PendingBranch.png, 268, 183, 31.7
1/20/2015 4:26:39 PM, images/PendingAddNode.png, 250, 155, 38
1/20/2015 4:26:39 PM, images/PendingAdd.png, 228, 143, 37.3
1/20/2015 4:26:40 PM, images/Pencil.png, 401, 245, 38.9
1/20/2015 4:26:40 PM, images/PDWDestination.png, 428, 248, 42.1
1/20/2015 4:26:40 PM, images/PDBFile.png, 403, 240, 40.4
1/20/2015 4:26:41 PM, images/PausePhoneLandscape.png, 251, 164, 34.7
1/20/2015 4:26:41 PM, images/Pause.png, 169, 129, 23.7
1/20/2015 4:26:41 PM, images/PathOne.png, 253, 159, 37.2
1/20/2015 4:26:42 PM, images/PathMany.png, 246, 158, 35.8
1/20/2015 4:26:42 PM, images/PathListBoxItem.png, 392, 238, 39.3
1/20/2015 4:26:42 PM, images/PathListBox.png, 362, 228, 37
1/20/2015 4:26:43 PM, images/PathIcon.png, 435, 249, 42.8
1/20/2015 4:26:43 PM, images/Path.png, 454, 333, 26.7
1/20/2015 4:26:44 PM, images/PatchPackage.png, 424, 235, 44.6
1/20/2015 4:26:44 PM, images/PasteTable.png, 296, 200, 32.4
1/20/2015 4:26:44 PM, images/PasteReplace.png, 304, 203, 33.2
1/20/2015 4:26:45 PM, images/PasteAppend.png, 322, 205, 36.3
1/20/2015 4:26:45 PM, images/Paste.png, 322, 212, 34.2
1/20/2015 4:26:45 PM, images/PasswordStrength.png, 340, 190, 44.1
1/20/2015 4:26:46 PM, images/PasswordRecovery.png, 422, 276, 34.6
1/20/2015 4:26:46 PM, images/PasswordBox.png, 231, 151, 34.6
1/20/2015 4:26:46 PM, images/PassThroughBridge.png, 471, 334, 29.1
1/20/2015 4:26:47 PM, images/PartWarning.png, 455, 260, 42.9
1/20/2015 4:26:47 PM, images/PartitionSchemeWarning.png, 557, 347, 37.7
1/20/2015 4:26:47 PM, images/PartitionSchemeError.png, 583, 347, 40.5
1/20/2015 4:26:48 PM, images/PartitionScheme.png, 506, 281, 44.5
1/20/2015 4:26:48 PM, images/PartitionFunctionWarning.png, 706, 422, 40.2
1/20/2015 4:26:48 PM, images/PartitionFunctionError.png, 668, 416, 37.7
1/20/2015 4:26:49 PM, images/PartitionFunction.png, 633, 394, 37.8
1/20/2015 4:26:49 PM, images/Partition.png, 531, 312, 41.2
1/20/2015 4:26:49 PM, images/PartiallyComplete.png, 388, 231, 40.5
1/20/2015 4:26:50 PM, images/Part.png, 338, 223, 34
1/20/2015 4:26:50 PM, images/ParseDynamicValue.png, 352, 226, 35.8
1/20/2015 4:26:50 PM, images/ParentChildAttributeDisabled.png, 350, 226, 35.4
1/20/2015 4:26:51 PM, images/ParentChildAttribute.png, 341, 219, 35.8
1/20/2015 4:26:51 PM, images/ParentChild.png, 224, 146, 34.8
1/20/2015 4:26:51 PM, images/ParameterWarning.png, 560, 351, 37.3
1/20/2015 4:26:52 PM, images/ParameterError.png, 543, 352, 35.2
1/20/2015 4:26:52 PM, images/Parameter.png, 257, 161, 37.4
1/20/2015 4:26:53 PM, images/ParallelPort.png, 330, 213, 35.5
1/20/2015 4:26:53 PM, images/ParallelForEach.png, 324, 193, 40.4
1/20/2015 4:26:54 PM, images/ParallelCallStack.png, 253, 170, 32.8
1/20/2015 4:26:54 PM, images/Parallel.png, 241, 157, 34.9
1/20/2015 4:26:55 PM, images/ParagraphHardReturn.png, 381, 229, 39.9
1/20/2015 4:26:55 PM, images/PanTool.png, 528, 325, 38.4
1/20/2015 4:26:55 PM, images/PanelDragDropTarget.png, 351, 222, 36.8
1/20/2015 4:26:56 PM, images/Panel.png, 184, 141, 23.4
1/20/2015 4:26:56 PM, images/PagingBulletedList.png, 335, 214, 36.1
1/20/2015 4:26:57 PM, images/Paging.png, 331, 221, 33.2
1/20/2015 4:26:57 PM, images/Paginator.png, 268, 174, 35.1
1/20/2015 4:26:57 PM, images/PageTransition.png, 489, 322, 34.2
1/20/2015 4:26:58 PM, images/PageTemplate.png, 282, 183, 35.1
1/20/2015 4:26:58 PM, images/PageStyle.png, 335, 197, 41.2
1/20/2015 4:26:58 PM, images/PageSize.png, 236, 146, 38.1
1/20/2015 4:26:59 PM, images/PageLayout.png, 191, 141, 26.2
1/20/2015 4:26:59 PM, images/PageInspector.png, 683, 619, 9.4
1/20/2015 4:26:59 PM, images/PageHeaderGroup.png, 237, 160, 32.5
1/20/2015 4:27:00 PM, images/PageHeader.png, 223, 148, 33.6
1/20/2015 4:27:00 PM, images/PageGuide.png, 293, 198, 32.4
1/20/2015 4:27:00 PM, images/PageFooterGroup.png, 239, 159, 33.5
1/20/2015 4:27:01 PM, images/PageFooter.png, 220, 146, 33.6
1/20/2015 4:27:01 PM, images/PageFile.png, 334, 186, 44.3
1/20/2015 4:27:01 PM, images/PageContent.png, 300, 200, 33.3
1/20/2015 4:27:02 PM, images/PageCatalogPart.png, 213, 147, 31
1/20/2015 4:27:02 PM, images/PageBreak.png, 290, 199, 31.4
1/20/2015 4:27:02 PM, images/PageBodyGroup.png, 236, 157, 33.5
1/20/2015 4:27:03 PM, images/PageBody.png, 224, 149, 33.5
1/20/2015 4:27:03 PM, images/PackageProperty.png, 510, 398, 22
1/20/2015 4:27:03 PM, images/PackageFolderOpened.png, 443, 282, 36.3
1/20/2015 4:27:04 PM, images/PackageFolderClosed.png, 354, 229, 35.3
1/20/2015 4:27:04 PM, images/PackageDeployment.png, 369, 224, 39.3
1/20/2015 4:27:04 PM, images/Package.png, 340, 222, 34.7
1/20/2015 4:27:04 PM, images/OverloadBehavior.png, 472, 266, 43.6
1/20/2015 4:27:05 PM, images/OverlayWarning.png, 297, 201, 32.3
1/20/2015 4:27:05 PM, images/OverlayStatic.png, 199, 139, 30.2
1/20/2015 4:27:05 PM, images/OverlayShortcut.png, 208, 150, 27.9
1/20/2015 4:27:06 PM, images/OverlayProperty.png, 283, 206, 27.2
1/20/2015 4:27:06 PM, images/OverlayPolicy.png, 347, 231, 33.4
1/20/2015 4:27:06 PM, images/OverlayOnline.png, 220, 146, 33.6
1/20/2015 4:27:07 PM, images/OverlayOffline.png, 290, 186, 35.9
1/20/2015 4:27:07 PM, images/OverlayNo.png, 403, 278, 31
1/20/2015 4:27:07 PM, images/OverlayLoginDisabled.png, 244, 161, 34
1/20/2015 4:27:08 PM, images/OverlayExcluded.png, 266, 188, 29.3
1/20/2015 4:27:08 PM, images/OverlayError.png, 259, 201, 22.4
1/20/2015 4:27:08 PM, images/OverlayAlert.png, 333, 210, 36.9
1/20/2015 4:27:09 PM, images/OutputPin.png, 268, 162, 39.6
1/20/2015 4:27:09 PM, images/OutputParameter.png, 546, 314, 42.5
1/20/2015 4:27:09 PM, images/OutputExcluded.png, 412, 224, 45.6
1/20/2015 4:27:09 PM, images/OutputColumn.png, 345, 192, 44.3
1/20/2015 4:27:10 PM, images/Output.png, 354, 207, 41.5
1/20/2015 4:27:10 PM, images/OutlinedRoundedRectangle.png, 300, 181, 39.7
1/20/2015 4:27:11 PM, images/OutlinedRectangle.png, 173, 136, 21.4
1/20/2015 4:27:11 PM, images/OutGoingCodeReview.png, 284, 186, 34.5
1/20/2015 4:27:12 PM, images/OrthographicCamera.png, 328, 229, 30.2
