Date,Filename,Original Size (B),Optimized To (B),Savings (%)
1/20/2015 1:15:15 PM, img/2015/GlyphGroupTemplate/TotalGlyphItems.png, 261, 154, 41
1/20/2015 1:15:15 PM, img/2015/GlyphGroupTemplate/GlyphItemShortcut.png, 384, 232, 39.6
1/20/2015 1:15:15 PM, img/2015/GlyphGroupTemplate/GlyphItemPublic.png, 408, 225, 44.9
1/20/2015 1:15:16 PM, img/2015/GlyphGroupTemplate/GlyphItemProtected.png, 471, 258, 45.2
1/20/2015 1:15:16 PM, img/2015/GlyphGroupTemplate/GlyphItemPrivate.png, 392, 231, 41.1
1/20/2015 1:15:16 PM, img/2015/GlyphGroupTemplate/GlyphItemInternal.png, 439, 247, 43.7
1/20/2015 1:15:17 PM, img/2015/GlyphGroupTemplate/GlyphItemFriend.png, 439, 247, 43.7
1/20/2015 1:15:17 PM, img/2015/GlyphGroupStruct/TotalGlyphItems.png, 408, 225, 44.9
1/20/2015 1:15:17 PM, img/2015/GlyphGroupStruct/GlyphItemShortcut.png, 252, 160, 36.5
1/20/2015 1:15:18 PM, img/2015/GlyphGroupStruct/GlyphItemPublic.png, 202, 133, 34.2
1/20/2015 1:15:18 PM, img/2015/GlyphGroupStruct/GlyphItemProtected.png, 322, 218, 32.3
1/20/2015 1:15:18 PM, img/2015/GlyphGroupStruct/GlyphItemPrivate.png, 261, 159, 39.1
1/20/2015 1:15:23 PM, img/2015/GlyphGroupStruct/GlyphItemInternal.png, 342, 342, -7771.3
1/20/2015 1:15:24 PM, img/2015/GlyphGroupStruct/GlyphItemFriend.png, 342, 218, 36.3
1/20/2015 1:15:24 PM, img/2015/GlyphGroupProperty/TotalGlyphItems.png, 202, 133, 34.2
1/20/2015 1:15:24 PM, img/2015/GlyphGroupProperty/GlyphItemShortcut.png, 472, 253, 46.4
1/20/2015 1:15:25 PM, img/2015/GlyphGroupProperty/GlyphItemPublic.png, 318, 185, 41.8
1/20/2015 1:15:25 PM, img/2015/GlyphGroupProperty/GlyphItemProtected.png, 521, 272, 47.8
1/20/2015 1:15:26 PM, img/2015/GlyphGroupProperty/GlyphItemPrivate.png, 462, 252, 45.5
1/20/2015 1:15:26 PM, img/2015/GlyphGroupProperty/GlyphItemInternal.png, 506, 258, 49
1/20/2015 1:15:27 PM, img/2015/GlyphGroupProperty/GlyphItemFriend.png, 506, 258, 49
1/20/2015 1:15:27 PM, img/2015/GlyphGroupOverload/TotalGlyphItems.png, 185, 130, 29.7
1/20/2015 1:15:27 PM, img/2015/GlyphGroupOverload/GlyphItemShortcut.png, 535, 264, 50.7
1/20/2015 1:15:28 PM, img/2015/GlyphGroupOverload/GlyphItemPublic.png, 476, 245, 48.5
1/20/2015 1:15:28 PM, img/2015/GlyphGroupOverload/GlyphItemProtected.png, 594, 325, 45.3
1/20/2015 1:15:29 PM, img/2015/GlyphGroupOverload/GlyphItemPrivate.png, 535, 264, 50.7
1/20/2015 1:15:29 PM, img/2015/GlyphGroupOverload/GlyphItemInternal.png, 574, 312, 45.6
1/20/2015 1:15:29 PM, img/2015/GlyphGroupOverload/GlyphItemFriend.png, 574, 312, 45.6
1/20/2015 1:15:30 PM, img/2015/GlyphGroupOperator/TotalGlyphItems.png, 318, 185, 41.8
1/20/2015 1:15:30 PM, img/2015/GlyphGroupOperator/GlyphItemShortcut.png, 278, 170, 38.8
1/20/2015 1:15:31 PM, img/2015/GlyphGroupOperator/GlyphItemPublic.png, 227, 148, 34.8
1/20/2015 1:15:31 PM, img/2015/GlyphGroupOperator/GlyphItemProtected.png, 367, 225, 38.7
1/20/2015 1:15:32 PM, img/2015/GlyphGroupOperator/GlyphItemPrivate.png, 280, 169, 39.6
1/20/2015 1:15:32 PM, img/2015/GlyphGroupOperator/GlyphItemInternal.png, 345, 226, 34.5
1/20/2015 1:15:33 PM, img/2015/GlyphGroupOperator/GlyphItemFriend.png, 345, 226, 34.5
1/20/2015 1:15:33 PM, img/2015/GlyphGroupNamespace/TotalGlyphItems.png, 227, 148, 34.8
1/20/2015 1:15:33 PM, img/2015/GlyphGroupNamespace/GlyphItemShortcut.png, 463, 247, 46.7
1/20/2015 1:15:34 PM, img/2015/GlyphGroupNamespace/GlyphItemPublic.png, 407, 232, 43
1/20/2015 1:15:34 PM, img/2015/GlyphGroupNamespace/GlyphItemProtected.png, 510, 268, 47.5
1/20/2015 1:15:34 PM, img/2015/GlyphGroupNamespace/GlyphItemPrivate.png, 450, 247, 45.1
1/20/2015 1:15:35 PM, img/2015/GlyphGroupNamespace/GlyphItemInternal.png, 496, 274, 44.8
1/20/2015 1:15:35 PM, img/2015/GlyphGroupNamespace/GlyphItemFriend.png, 496, 274, 44.8
1/20/2015 1:15:36 PM, img/2015/GlyphGroupModule/TotalGlyphItems.png, 407, 232, 43
1/20/2015 1:15:36 PM, img/2015/GlyphGroupModule/GlyphItemShortcut.png, 237, 158, 33.3
1/20/2015 1:15:36 PM, img/2015/GlyphGroupModule/GlyphItemPublic.png, 185, 130, 29.7
1/20/2015 1:15:37 PM, img/2015/GlyphGroupModule/GlyphItemProtected.png, 310, 216, 30.3
1/20/2015 1:15:37 PM, img/2015/GlyphGroupModule/GlyphItemPrivate.png, 239, 158, 33.9
